"National.Database.Number","Field.Number","Common.Name","Genus","Species","Affiliation","Country","City","County","State","Locality.Detail","Latitude","Longitude","Restrand","Findings.of.Human.Interaction","Boat.Collision","Shot","Fishery.Interaction","Other.Human.Interaction","Other.Human.Int.Description","Gear.Collection.Flag","Gear.Disposition.Flag","Other.Findings.upon.Level.Y.N","Other.Findings...Illness.Flag","Other.Findings...Injury.Flag","Other.Findings...Pregnant.Flag","Year.of.Observation","Month.of.Observation","Day.of.Observation","How.Observed","Observation.Status","Disentangled.Flag","Sick.Flag","Injured.Flag","Out.of.Habitat.Flag","Abandoned.Orphaned.Flag","Location.Hazardous.to.Animal","Location.Hazardous.Public","Entangled.Flag","Sex","Age.Class","Length","Length.Units","Weight","Weight.Units","Necropsied.Flag","City...from.strandings.table","Mammal.Type","Interaction.Type","Pinniped.Common.Name"
"NW-2012-1152519","WDFW2012-151","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Indianola","Kitsap","WA","7177 William Rogers rd",47.746,-122.5517,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2012,"SEP",10,"Beach or Land","ALIVE","N","N","N","N","N","N","N",NA,"Male","Pup",97,"cm",20.8,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2004-1002218","WDFW0104-10","Seal, harbor","Phoca","vitulina","Washington Department of Fish and Wildlife","United States","Indianola","Kitsap","WA","Miller Bay, West of the public pier",NA,NA,NA,"Y","N","N","N","Y","Possibly oiled",NA,NA,"CBD",NA,NA,NA,2004,"JAN",20,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Unid","Yearling",90,"cm",12,"kg","N",NA,"Pinniped","Other","Harbor seal"
"NW-2004-1042459","WDFW0904-11","Seal, harbor","Phoca","vitulina","Washington Department of Fish and Wildlife","United States","Indianola","Kitsap","WA","Indianola by the publoc pier.",NA,NA,"N","N","N","N","N","N",NA,"N",NA,"N","N","N",NA,2004,"SEP",25,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Male","Unid",95,"cm",15,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2007-1078133","WDFW1007-22","Seal, harbor","Phoca","vitulina","WDFW Marine Mammal Investigations",NA,"Iron Springs","Grays Harbor","WA","Roosevelt Beach Access",47.1715,-124.1908,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2007,"OCT",23,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Adult",200,NA,250,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2011-1142295","WDFW2011-087","Seal, Guadalupe fur","Arctocephalus","townsendi","WDFW/MMI",NA,"Kalaloch","Jefferson","WA","Kalaloch beach",47.605,-124.375,"N","Y","N","N","N","Y",NA,NA,NA,"Y",NA,"Y",NA,2011,"JUL",18,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Male","Yearling",103,"cm",13,"kg","Y",NA,"Pinniped","Other","Guadalupe fur seal"
"NW-2007-1078077","WDFW0907-17","Seal, harbor","Phoca","vitulina","WDFW Marine Mammal Investigations",NA,"Kerton Island","Pierce","WA","W side Kerton Island",47.1644,-122.6344,"N","Y","N","N","N","Y",NA,NA,NA,NA,NA,"N",NA,2007,"SEP",21,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Female","Pup",96,"cm",13,"kg","Y",NA,"Pinniped","Other","Harbor seal"
"NW-2013-1152539","WDFW2013-070","Seal, harbor","Phoca","vitulina","WDFW/MMI","United States","Keyport","Kitsap","WA","Keyport navy base by boat ramp",47.7022,-122.615,"N","Y","N","N","N","Y","Human interference","N",NA,"N","N","N","N",2013,"AUG",5,"Swimming","ALIVE","N","N","N","N","Y","N","N",NA,"Unid","Pup",85,"cm",8,"kg","N",NA,"Pinniped","Other","Harbor seal"
"NW-2011-1142194","WDFW2011-133","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Keyport","Kitsap","WA","Naval Station between 98 and 825",47.689,-122.6158,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,2011,"AUG",10,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Unid","Adult",150,"cm",60,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2008-1085947","WDFW2008-081","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Keyport","Kitsap","WA","At boat launch",47.7052,-122.623,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2008,"JUL",6,"Beach or Land","ALIVE","N","N","N","N","Y","N","N",NA,"Unid","Unid",NA,NA,0,NA,"N",NA,"Pinniped","NA","Harbor seal"
"NW-2008-1085949","WDFW2008-082","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Keyport","Kitsap","WA","Waterfront",47.7052,-122.623,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2008,"JUN",30,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Unid","Unid",40,"in",0,NA,"N",NA,"Pinniped","NA","Harbor seal"
"NW-2009-1104399","WDFW2009-048","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Keyport","Kitsap","WA","Keyport Beach",47.7001,-122.6277,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2009,"JUN",16,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Unid","Adult",150,"cm",70,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2014-1170926","WDFW2014-041","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Kingston","Kitsap","WA","President Point",47.7567,-122.4705,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,2014,"SEP",24,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Unid","Pup",90,"cm",15,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2013-1152609","WDFW2013-065","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Kingston","Kitsap","WA","21468 President Point, Kingston",47.756,-122.4707,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2013,"JUL",25,"Beach or Land","ALIVE","N","N","N","N","Y","N","N",NA,"Male","Pup",78,"cm",8,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2014-1170927","WDFW2014-042","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Kingston","Kitsap","WA","Jefferson Point",47.78,-122.48,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,2014,"SEP",29,"Beach or Land","DEAD - CONDITION UNKNOWN","N","N","N","N","N","N","N",NA,"Unid","Unid",NA,NA,NA,NA,"N",NA,"Pinniped","NA","Harbor seal"
"NW-2014-1170929","WDFW2014-043","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Kingston","Kitsap","WA","Jefferson Point",47.78,-122.48,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,2014,"SEP",29,"Beach or Land","DEAD - CONDITION UNKNOWN","N","N","N","N","N","N","N",NA,"Unid","Unid",NA,NA,NA,NA,"Y",NA,"Pinniped","NA","Harbor seal"
"NW-2015-1182267","WDFW2015-110","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Kingston","Kitsap","WA","27422 Ohio Ave",47.8115,-122.4836,"N","CBD","N","N","N","N",NA,NA,NA,"Y",NA,"Y",NA,2015,"NOV",30,"Beach or Land","ALIVE","N","N","N","N","N","N","N",NA,"Male","Pup",97,"cm",12.4,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2012-1152669","WDFW2012-045","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Kingston","Kitsap","WA","West of Kingston",47.8,-122.4903,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,2012,"APR",25,"Beach or Land","DEAD - CONDITION UNKNOWN","N","N","N","N","N","N","N",NA,"Unid","Unid",100,"cm",12,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2010-1120864","WDFW2010-001","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Kingston","Kitsap","WA","Sandy Beach Lane",47.8213,-122.492,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2010,"JAN",4,"Beach or Land","ALIVE","N","N","N","N","N","N","N",NA,"Male","Yearling",80,"cm",11.3,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2010-1120839","WDFW2010-035","Sea lion, Steller","Eumetopias","jubatus","WDFW/MMI",NA,"Kingston","Kitsap","WA","1/4 mile North from ferry dock",47.7984,-122.4937,"N","Y","N","Y","N","N",NA,NA,NA,NA,NA,"N",NA,2010,"FEB",17,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Adult",295,"cm",650,"kg","Y",NA,"Pinniped","Gunshot","Steller sea lion"
"NW-2011-1142089","WDFW2011-185","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Kingston","Kitsap","WA","North of the Kingston Ferry",47.797,-122.494,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,2011,"NOV",4,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Pup",90,"cm",NA,NA,"N",NA,"Pinniped","NA","Harbor seal"
"NW-2008-1086051","WDFW2008-135","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Kingston","Kitsap","WA","by ferry",47.7979,-122.4943,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2008,"NOV",28,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Unid","Unid",24,"in",20,"lb","N",NA,"Pinniped","NA","Harbor seal"
"NW-2013-1152543","WDFW2013-001","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Kingston","Kitsap","WA","Just North of the Kingston Ferry",47.7975,-122.4947,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,2013,"JAN",3,"Beach or Land","ADVANCED DECOMPOSITION","N","N","N","N","N","N","N",NA,"Unid","Adult",150,"cm",60,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2011-1142174","WDFW2011-027","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Kingston","Kitsap","WA","Kingston Marina Dock",47.7954,-122.4956,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2011,"MAY",18,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Male","Pup",80,"cm",9.7,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2012-1152426","WDFW2012-094","Seal, harbor","Phoca","vitulina","WDFW/MMI","United States","Kingston","Kitsap","WA","North side of ferry terminal",47.7959,-122.4957,"N","Y","N","N","N","Y","Handled by public","N",NA,"N","N","N","N",2012,"JUN",23,"Beach or Land","ALIVE","N","N","N","N","Y","N","N",NA,"Male","Unid",31,"in",7.5,"kg","N",NA,"Pinniped","Other","Harbor seal"
"NW-2012-1152541","WDFW2012-034","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Kingston","Kitsap","WA","At boat launch.",47.7967,-122.499,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,2012,"MAR",16,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Unid","Pup",90,"cm",15,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2013-1152489","WDFW2013-056","Seal, harbor","Phoca","vitulina","WDFW/MMI","United States","Kingston","Kitsap","WA","Kingston marina",47.7963,-122.4996,"N","Y","N","N","N","Y","Harassment","N",NA,"N","N","N","N",2013,"JUL",6,"Beach or Land","ALIVE","N","N","N","N","Y","N","N",NA,"Male","Pup",75,"cm",8,"kg","N",NA,"Pinniped","Other","Harbor seal"
"NW-2012-1152437","WDFW2012-170","Sea lion, California","Zalophus","californianus","WDFW/MMI",NA,"Kingston","Kitsap","WA","NE brignitine Crt facing kingston ferry",47.7902,-122.503,"N","Y","N","N","N","Y",NA,NA,NA,"Y",NA,"Y",NA,2012,"OCT",1,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Adult",253,"cm",375,"kg","Y",NA,"Pinniped","Other","California sea lion"
"NW-2007-1078109","WDFW1007-08","Seal, harbor","Phoca","vitulina","WDFW Marine Mammal Investigations",NA,"Kingston","Kitsap","WA","Point no Point Park",47.9073,-122.5222,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2007,"OCT",4,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Unid","Pup",85,"cm",12,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2010-1132472","WDFW2010-113","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Kingston","Kitsap","WA","29465 Gamble Place Northeast",47.829,-122.5688,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,NA,NA,2010,"AUG",13,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Unid","Pup",80,"cm",8,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2008-1086117","WDFW2008-119","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Kingston","Kitsap","WA","12084 Apple Cove Ln, Kingston",48.359,-122.8047,"N","Y","N","N","N","Y",NA,NA,NA,NA,NA,"N",NA,2008,"OCT",22,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Female","Pup",93,"cm",15.75,"kg","Y",NA,"Pinniped","Other","Harbor seal"
"NW-2006-1062003","WDFW0706-01","Seal, harbor","Phoca","vitulina","Washington Department of Fish and Wildlife","United States","Kingston","Kitsap","WA","Port of Kingston boat launch",47.7902,-122.503,"N","N","N","N","N","N",NA,"N",NA,"N","N","N",NA,2006,"JUL",2,"Beach or Land","ALIVE","N","N","N","N","Y","N","N",NA,"Female","Pup",77,"cm",8,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2004-1001996","wdfw0104-02","Seal, harbor","Phoca","vitulina","Washington Department of Fish and Wildlife","United States","kingston","Kitsap","WA","at beach access just North of the Kingston ferry",47.7902,-122.503,NA,"CBD","N","N","N","Y","Oil spill",NA,NA,NA,NA,NA,NA,2004,"JAN",1,NA,"ALIVE","N","N","N","N","N","N","N",NA,"Unid","Yearling",90,"cm",12,"kg","N",NA,"Pinniped","Other","Harbor seal"
"NW-2007-1067191","07-CL-018","Sea lion, Steller","Eumetopias","jubatus","Washington Department of Fish and Wildlife","United States","La Push","Clallam","WA","Third Beach in the Olympic National Park 250 m north of the Overland Trailhead",47.8876,-124.6236,"N","CBD","N","N","N","N",NA,"N",NA,"N","N","N",NA,2007,"MAY",20,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Unid","Adult",118,"cm",0,"lb","N",NA,"Pinniped","NA","Steller sea lion"
"NW-2007-1070439","07-CL-022","Seal, harbor","Phoca","vitulina","Washington Department of Fish and Wildlife","United States","La Push","Clallam","WA","Quillayute Indian Reservation, Second Beach",47.8876,-124.6236,"N","Y","N","N","N","Y","Picked up by public","N",NA,"Y","N","N",NA,2007,"JUN",14,"Beach or Land","ALIVE","N","N","N","N","N","N","N",NA,"Unid","Pup",0,"cm",NA,NA,"N",NA,"Pinniped","Other","Harbor seal"
"NW-2007-1128279","07-CM-072","Seal, Guadalupe fur","Arctocephalus","townsendi","Washington Department of Fish and Wildlife","United States","La Push","Clallam","WA","Third Beach, Olympic National Park. ~ 200 yards south of third beach access.",47.8876,-124.6236,"N","CBD","N","N","N","N",NA,"N",NA,"CBD","N","N","N",2007,"JUN",30,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Unid","Yearling",86,"cm",30,"lb","N",NA,"Pinniped","NA","Guadalupe fur seal"
"NW-2007-1072871","WDFW0607-14","Seal, harbor","Phoca","vitulina","WDFW Marine Mammal Investigations","United States","LA Push","Clallam","WA","2nd Beach",47.8876,-124.6236,"N","Y","N","N","N","Y",NA,NA,NA,NA,NA,"N",NA,2007,"JUN",13,"Beach or Land","ALIVE","N","N","N","N","Y","N","N",NA,"Female","Pup",80,"cm",7.2,"kg","Y",NA,"Pinniped","Other","Harbor seal"
"NW-2012-1152500","WDFW2012-140","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Lacey","Thurston","WA","Mouth of Nisqually river",47.0986,-122.7013,"N","Y","N","N","Y","N",NA,NA,NA,NA,NA,NA,NA,2012,"AUG",18,"Floating","FRESH DEAD","N","N","N","N","N","N","N",NA,"Unid","Pup",90,"cm",15,"kg","N",NA,"Pinniped","Fisheries","Harbor seal"
"NW-2012-1152501","WDFW2012-142","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Lacey","Thurston","WA","Mouth of Nisqually river",47.0986,-122.7013,"N","Y","Y","N","Y","N",NA,NA,NA,NA,NA,NA,NA,2012,"AUG",18,"Floating","FRESH DEAD","N","N","N","N","N","N","N",NA,"Unid","Pup",90,"cm",15,"kg","N",NA,"Pinniped","Fisheries","Harbor seal"
"NW-2012-1152502","WDFW2012-143","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Lacey","Thurston","WA","Mouth of Nisqually river",47.0986,-122.7013,"N","Y","N","N","Y","N",NA,NA,NA,NA,NA,NA,NA,2012,"AUG",18,"Floating","FRESH DEAD","N","N","N","N","N","N","N",NA,"Unid","Pup",90,"cm",15,"kg","N",NA,"Pinniped","Fisheries","Harbor seal"
"NW-2012-1152591","WDFW2012-141","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Lacey","Thurston","WA","Mouth of Nisqually river",47.0986,-122.7013,"N","Y","N","N","Y","N",NA,NA,NA,NA,NA,NA,NA,2012,"AUG",18,"Floating","FRESH DEAD","N","N","N","N","N","N","N",NA,"Unid","Pup",90,"cm",15,"kg","N",NA,"Pinniped","Fisheries","Harbor seal"
"NW-2012-1152589","WDFW2012-216","Sea lion, Steller","Eumetopias","jubatus","WDFW/MMI",NA,"Lacey","Thurston","WA","Nisqually Delta~100yrds east of observ,end of walk",47.0927,-122.7212,"N","Y","N","Y","N","N",NA,NA,NA,"Y",NA,"Y",NA,2012,"DEC",27,"Floating","FRESH DEAD","N","N","N","N","N","N","N",NA,"Male","Subadult",232,"cm",300,"kg","Y",NA,"Pinniped","Gunshot","Steller sea lion"
"NW-2004-1043971","WDFW1104-03","Sea lion, California","Zalophus","californianus","Washington Department of Fish and Wildlife","United States","Lagoon Point","Island","WA","Lagoon Point, Whidbey Island",NA,NA,"N","CBD","N","N","N","N",NA,"N",NA,"N","Y","N",NA,2004,"NOV",5,NA,"ALIVE","N","Y","N","N","N","N","N",NA,"Male","Unid",220,"cm",300,"kg","Y",NA,"Pinniped","NA","California sea lion"
"NW-2011-1142167","WDFW2011-018","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Lakebay","Pierce","WA","1515 South head Rd",47.2402,-122.7212,"N","Y","N","N","N","Y",NA,NA,NA,NA,NA,"N",NA,2011,"MAR",9,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Female","Adult",147,"cm",80,"kg","Y",NA,"Pinniped","Other","Harbor seal"
"NW-2007-1078147","WDFW1107-08","Seal, harbor","Phoca","vitulina","WDFW Marine Mammal Investigations",NA,"Lakebay","Pierce","WA","Penrose State Park, NE of Main Picnic area ~1/2 mi",47.2559,-122.7381,"N","CBD","N","N","N","Y",NA,NA,NA,NA,NA,"N",NA,2007,"NOV",28,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Female","Adult",149,"cm",64,"kg","Y",NA,"Pinniped","Other","Harbor seal"
"NW-2009-1104339","WDFW2009-106","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Lakebay","Pierce","WA","Penrose SP Point, HT line, across from 3rd buoy",47.2592,-122.7445,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2009,"SEP",23,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Female","Pup",85,"cm",12,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2010-1120867","WDFW2010-004","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Lakebay","Pierce","WA","Penrose State Park",47.2593,-122.7447,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2010,"JAN",8,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Adult",163,"cm",80,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2010-1120850","WDFW2010-046","Sea lion, California","Zalophus","californianus","WDFW/MMI",NA,"Lakebay","Pierce","WA","Penrose State Park between boat ramp and spit",47.2588,-122.749,"N","Y","N","Y","N","N",NA,NA,NA,NA,NA,"N",NA,2010,"MAR",12,"Beach or Land","ADVANCED DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Adult",210,"cm",200,"kg","Y",NA,"Pinniped","Gunshot","California sea lion"
"NW-2010-1120851","WDFW2010-047","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Lakebay","Pierce","WA","Penrose State Park between boat ramp and spit",47.2588,-122.749,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2010,"MAR",12,"Beach or Land","ADVANCED DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Adult",150,"cm",80,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2011-1142321","WDFW2011-113","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Lakebay","Pierce","WA","Lakebay",47.2592,-122.7518,"N","Y","N","N","N","Y",NA,NA,NA,NA,NA,"N",NA,2011,"AUG",29,"Swimming","ALIVE","N","N","N","Y","N","N","N",NA,"Unid","Pup",NA,"cm",15,"kg","N",NA,"Pinniped","Other","Harbor seal"
"NW-2010-1132372","WDFW2010-099","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Lakebay","Pierce","WA","Lakebay Marina",47.2587,-122.7551,"N","Y","N","N","N","Y",NA,NA,NA,"Y",NA,"Y",NA,2010,"JUL",24,"Beach or Land","ALIVE","N","N","N","N","Y","N","N",NA,"Male","Pup",76,"cm",7,"kg","N",NA,"Pinniped","Other","Harbor seal"
"NW-2009-1104317","WDFW2009-101","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Lakebay","Pierce","WA","20617 18th Street KPN 98349",47.2743,-122.8125,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2009,"SEP",12,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Unid","Pup",100,"cm",20,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2005-1048295","WDFW0805-06","Seal, harbor","Phoca","vitulina","Washington Department of Fish and Wildlife","United States","Lilliwaup","Mason","WA","Lilliwaup",NA,NA,"N","Y","N","Y","N","N",NA,"N",NA,"N","N","Y",NA,2005,"AUG",12,NA,"ALIVE","N","N","Y","N","N","N","N",NA,"Unid","Adult",48,"in",150,"lb","NA",NA,"Pinniped","Gunshot","Harbor seal"
"NW-2010-1132557","WDFW2010-114","Seal, harbor","Phoca","vitulina","WDFW/MMI","United States","Lofall","Kitsap","WA","3 miles South of mouth of Hood Canal",47.801,-122.6822,"N","Y","N","N","N","Y",NA,"N",NA,"Y","N","Y","N",2010,"AUG",11,"Beach or Land","ALIVE","N","N","N","N","Y","N","N",NA,"Female","Pup",79,"cm",8,"kg","N",NA,"Pinniped","Other","Harbor seal"
"NW-2008-1086071","WDFW2008-104","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Lofall","Kitsap","WA","Lofall-Hood Canal",47.6582,-122.8066,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2008,"AUG",25,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Unid","Pup",80,"cm",15,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2007-1072859","WDFW0607-29","Seal, harbor","Phoca","vitulina","WDFW Marine Mammal Investigations","United States","Long Beach","Pacific","WA","1.8 Mile north of the Cranberry Beach Access",46.4881,-124.0545,"N","CBD","N","N","N","N",NA,NA,NA,"Y",NA,"Y",NA,2007,"JUN",23,"Beach or Land","ALIVE","N","N","N","N","N","N","N",NA,"Female","Adult",126,"cm",50,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2008-1085925","WDFW2008-078","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Long Beach","Pacific","WA","Long Beach Bolstad Beach Approach",46.358,-124.0587,"N","CBD","N","N","N","N",NA,NA,NA,"Y","Y","Y",NA,2008,"JUN",30,"Beach or Land","ALIVE","N","Y","N","N","N","N","N",NA,"Male","Subadult",135,"cm",48,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2006-1065469","WDFW1106-11","Seal, Northern fur","Callorhinus","ursinus","WDFW Marine Mammal Investigations","United States","Long beach","Pacific","WA","Long Beach",46.351,-124.0588,"N","N","N","N","N","N",NA,NA,NA,NA,"N","N",NA,2006,"NOV",30,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Female","Pup",74,"cm",5.8,"kg","Y",NA,"Pinniped","NA","Northern fur seal"
"NW-2015-1179522","WDFW2015-034","Sea lion, California","Zalophus","californianus","WDFW/MMI",NA,"Long Beach","Pacific","WA",".9 Mile North of Cranberry",46.3999,-124.0619,"N","CBD","N","N","N","N",NA,NA,NA,"Y","Y","N",NA,2015,"MAY",20,"Beach or Land","ALIVE","N","Y","N","N","N","N","N",NA,"Male","Subadult",184,"cm",150,"kg","Y",NA,"Pinniped","NA","California sea lion"
"NW-2010-1093997","WDFW2009-017","Sea lion, California","Zalophus","californianus","WDFW/MMI","United States","Long Beach","Pacific","WA","113th and Sand ridge road (Willapa side)",46.3846,-124.0623,"N","Y","N","N","N","Y",NA,"N",NA,"N","N","N","N",2009,"MAR",9,"Beach or Land","ALIVE","N","N","N","Y","N","N","N",NA,"Unid","Pup",115,"cm",20,"kg","N",NA,"Pinniped","Other","California sea lion"
"NW-2010-1132527","WDFW2010-078","Seal, Guadalupe fur","Arctocephalus","townsendi","WDFW/MMI","United States","Long Beach","Pacific","WA","1/2 mile South of Cranberry beach access",46.3884,-124.0625,"N","CBD","N","N","N","N",NA,"N",NA,"N","N","N","N",2010,"JUN",25,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Female","Yearling",87,"cm",8.5,"kg","Y",NA,"Pinniped","NA","Guadalupe fur seal"
"NW-2011-1142289","WDFW2011-081","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Long Beach","Pacific","WA","In no drive area north of Long Beach",46.3777,-124.0632,"N","Y","N","N","N","Y",NA,NA,NA,NA,NA,"N",NA,2011,"JUL",4,"Beach or Land","ALIVE","N","N","N","N","N","Y","N",NA,"Unid","Unid",NA,NA,NA,NA,"N",NA,"Pinniped","Other","Harbor seal"
"NW-2011-1142303","WDFW2011-095","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Long Beach","Pacific","WA","2 mi. north of Bolstead",46.3773,-124.0638,"N","CBD","N","N","N","N",NA,NA,NA,"Y",NA,"Y",NA,2011,"AUG",7,"Beach or Land","ALIVE","N","N","N","N","N","N","N",NA,"Male","Adult",139,"cm",52,"kg","Y",NA,"Pinniped","NA","Harbor seal"
